n,prevalence,auroc,auprc,brier,ece,balanced_accuracy@0.5,route_n,auto_negative_coverage,N/A_rate,requires_attention_rate,auto_negative_NPV,unsafe_FN_auto_negative,unsafe_FN_per_1000_auto_negative,safe_FN_in_N/A,workload_FP_requires_attention,fixed_threshold_selected_count,fixed_threshold_TN_count,fixed_threshold_FN_count,fixed_threshold_NPV_ci95_low,model,fixed_T_negative,alias,split,checkpoint,calibrator,router,variant
1256.0,0.4984076433121019,0.9300141995030173,0.9407542675948853,0.10358904302120209,0.026349973580673924,0.8493863786196054,1256.0,0.06210191082802548,0.6178343949044586,0.3200636942675159,1.0,0.0,0.0,235.0,11.0,78,78,0,0.9530605462258802,eva_base_partial_unfreeze_base_unfreeze_last1_e150 validation,0.0091198593394155,last1,validation,fluoro_mvp_outputs/incxr_eva_base_partial_unfreeze_t4/checkpoints/base_unfreeze_last1_e150/best.pt,fluoro_mvp_outputs/incxr_eva_base_partial_unfreeze_t4/artifacts/calibration/eva_base_partial_unfreeze_base_unfreeze_last1_e150_calibrator.pkl,selected_model_workbench/router_workbench/router_configs/primary_last1_deployment_zero_fn_router.json,base
1256.0,0.4984076433121019,0.9443595009888939,0.9509359094634248,0.0942530632019043,0.020705812588997004,0.8684897814290786,1256.0,0.06050955414012739,0.6265923566878981,0.31289808917197454,1.0,0.0,0.0,241.0,8.0,76,76,0,0.9518847317689024,eva_base_partial_unfreeze_base_unfreeze_last1_e150 final_test,0.0091198593394155,last1,final_test,fluoro_mvp_outputs/incxr_eva_base_partial_unfreeze_t4/checkpoints/base_unfreeze_last1_e150/best.pt,fluoro_mvp_outputs/incxr_eva_base_partial_unfreeze_t4/artifacts/calibration/eva_base_partial_unfreeze_base_unfreeze_last1_e150_calibrator.pkl,selected_model_workbench/router_workbench/router_configs/primary_last1_deployment_zero_fn_router.json,base
